Moment,Reaction,Offensiveness,Responsibility
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Open mouth. Insert both feet.,-0.49,-0.29
You accidentally sit on ketchup at lunch.,Tell them the devil made you do it.,-0.94,0.70
Your boss tells you that rainbow flags are unprofessional.,Write your local congressperson.,-0.16,1.10
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Curl up into the fetal position.,-0.44,-0.76
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Avoid eye contact and back away slowly.,-0.20,1.74
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Rant about it on Twitter.,0.19,-0.46
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Hide in the bathroom until it all blows over.,-0.43,-0.46
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Channel your inner Wonder Woman.,0.49,-0.39
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Start a slow clap.,1.76,-0.62
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Growl like a dog.,2.08,-0.63
You start telling a joke and realize halfway through you've forgotten the punch line.,Stroke their ego. A little brown-nosing never hurts.,-0.62,0.24
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Ask for a raise.,0.06,-0.63
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,"Say, ""I'll be right back."" Lie.",-0.46,2.40
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Open mouth. Insert both feet.,0.01,0.01
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Blame it on someone who already quit.,0.49,-0.58
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Fake a heart attack.,0.44,-0.53
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Hang your head in shame.,-0.34,3.17
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Laugh out loud and then abruptly stop.,2.45,-0.51
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Stroke their ego. A little brown-nosing never hurts.,2.80,-0.20
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Start a slow clap.,2.83,-0.22
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Stroke their ego. A little brown-nosing never hurts.,-0.94,1.26
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Channel your inner Wonder Woman.,-0.09,-0.67
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Play dead.,-0.24,-0.49
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Channel your inner Wonder Woman.,1.84,-0.61
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Laugh out loud and then abruptly stop.,3.46,-0.47
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Ask Siri what to do.,-0.55,-0.02
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Bring in donuts.,-0.43,0.71
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Correct them instantly--do not hold back.,-0.76,5.15
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Rant about it on Twitter.,1.53,-0.38
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Order a solution from Amazon.,-0.64,-0.68
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Write your local congressperson.,-0.76,-0.74
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Start a slow clap.,0.81,-0.24
"You refer to your new colleague as ""sir"" and she corrects you.",Rant about it on Twitter.,1.97,-0.67
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Start a slow clap.,1.24,-0.61
A disgruntled co-worker calls you retarded during a heated debate.,Correct them instantly--do not hold back.,-0.69,3.50
Your boss is in the bathroom stall next to you and starts a conversation.,Tell them the devil made you do it.,0.11,-0.51
Your boss is the horrible blind date that your friend still complains about...,Speak up and voice the truth!,0.06,-0.01
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Ask for a raise.,0.08,1.52
Your boss is the horrible blind date that your friend still complains about...,Stroke their ego. A little brown-nosing never hurts.,0.29,1.49
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Deny it ever happened.,1.81,-1.29
You discover that your starting salary is lower than your colleague's despite having the same job title.,Hide in the bathroom until it all blows over.,-0.34,-0.16
You discover that your starting salary is lower than your colleague's despite having the same job title.,Order a solution from Amazon.,-0.55,-0.01
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Make a run for the border.,-0.08,-0.12
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Play dead.,0.41,-0.09
"You suggest a meeting over coffee, and your boss assumes it's a date.",Ask Siri what to do.,-0.30,0.72
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Start mentally drafting your letter of resignation.,-0.37,0.95
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Claim it was your identical twin.,-0.32,-0.44
"Only one woman was invited to the planning meeting, and she's clearly noticed.","Say, ""I'll be right back."" Lie.",0.15,-0.37
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Play dead.,-0.25,-0.30
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Avoid eye contact and back away slowly.,-0.02,0.73
A disgruntled co-worker calls you retarded during a heated debate.,Call security.,-0.25,-0.10
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Curl up into the fetal position.,-0.23,-0.34
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Bring in donuts.,-0.75,0.43
Your boss is in the bathroom stall next to you and starts a conversation.,Correct them instantly--do not hold back.,0.11,0.75
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Eat your co-workers' lunches until you forget your shame.,1.55,0.24
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Start updating your resume.,-0.56,0.61
Your boss is the horrible blind date that your friend still complains about...,Call security.,-0.70,-0.05
You accidentally sit on ketchup at lunch.,Start updating your resume.,-0.62,-0.33
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Start a slow clap.,-0.38,0.39
Your boss tells you that rainbow flags are unprofessional.,Eat your co-workers' lunches until you forget your shame.,1.16,-0.34
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Make crazy eyes until they wet their pants.,0.10,-0.56
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Make a run for the border.,-0.44,-0.37
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Write your local congressperson.,-0.49,-0.38
"You're showing colleagues your vacation photos, but you forgot about the nude selfie.",Ask Siri what to do.,-0.29,-0.03
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Blame it on someone who already quit.,0.09,-0.30
You accidentally sit on ketchup at lunch.,Speak up and voice the truth!,-0.82,0.97
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Start mentally drafting your letter of resignation.,0.35,-0.08
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Fake a heart attack.,-0.27,-0.27
